"Rk","Player","Pos","G","Cmp","Att","Cmp.","Yds","TD","TD.","Int","Int.","Y.A","AY.A","Y.C","Y.G","Rate","Awards","Team","Year"
4,"Taye Barber","WR",15,1,1,100,18,0,0,0,0,18,18,18,1.2,251.2,"","texas-christian",2022
5,"Josh Hoover","QB",1,1,1,100,2,0,0,0,0,2,2,2,2,116.8,"","texas-christian",2022
1,"Gavin Hardison","QB",10,164,315,52.1,2044,11,3.5,8,2.5,6.5,6.04,12.5,204.4,113,NA,"texas-el-paso",2022
2,"Calvin Brownholtz","QB",10,37,63,58.7,512,4,6.3,4,6.3,8.1,6.54,13.8,51.2,135.3,NA,"texas-el-paso",2022
3,"Tyrin Smith","WR",12,1,1,100,56,0,0,0,0,56,56,56,4.7,570.4,NA,"texas-el-paso",2022
1,"Frank Harris","QB",14,328,471,69.6,4063,32,6.8,9,1.9,8.6,9.13,12.4,290.2,160.7,NA,"texas-san-antonio",2022
2,"Eddie Lee Marburger","QB",6,10,25,40,100,1,4,0,0,4,4.8,10,16.7,86.8,NA,"texas-san-antonio",2022
3,"Brenden Brady","RB",12,1,1,100,35,1,100,0,0,35,55,35,2.9,724,NA,"texas-san-antonio",2022
4,"Joshua Cephus","WR",13,2,2,100,12,0,0,0,0,6,6,6,0.9,150.4,NA,"texas-san-antonio",2022
5,"Cam Peters","QB",2,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"texas-san-antonio",2022
6,"Zakhari Franklin","WR",14,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"texas-san-antonio",2022
1,"Layne Hatcher","QB",12,275,442,62.2,2653,19,4.3,10,2.3,6,5.84,9.6,221.1,122.3,NA,"texas-state",2022
2,"Rontavious Groves","WR",10,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"texas-state",2022
1,"Donovan Smith","QB",12,146,221,66.1,1505,12,5.4,8,3.6,6.8,6.27,10.3,125.4,133.9,NA,"texas-tech",2022
2,"Tyler Shough","QB",7,106,177,59.9,1304,7,4,4,2.3,7.4,7.14,12.3,186.3,130.3,NA,"texas-tech",2022
3,"Behren Morton","QB",9,96,169,56.8,1117,7,4.1,6,3.6,6.6,5.84,11.6,124.1,118.9,NA,"texas-tech",2022
4,"Myles Price","WR",11,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"texas-tech",2022
1,"Quinn Ewers","QB",10,172,296,58.1,2177,15,5.1,6,2,7.4,7.46,12.7,217.7,132.6,NA,"texas",2022
2,"Hudson Card","QB",12,75,108,69.4,928,6,5.6,1,0.9,8.6,9.29,12.4,77.3,158.1,NA,"texas",2022
3,"Xavier Worthy","WR",13,1,1,100,33,1,100,0,0,33,53,33,2.5,707.2,NA,"texas",2022
1,"DeQuan Finn","QB",12,189,316,59.8,2269,23,7.3,12,3.8,7.2,6.93,12,189.1,136.5,NA,"toledo",2022
2,"Tucker Gleason","QB",9,58,122,47.5,884,8,6.6,3,2.5,7.2,7.45,15.2,98.2,125.1,NA,"toledo",2022
1,"Gunnar Watson","QB",13,206,335,61.5,2818,14,4.2,12,3.6,8.4,7.64,13.7,216.8,138.8,NA,"troy",2022
2,"Jarret Doege","QB",7,44,64,68.8,575,5,7.8,3,4.7,9,8.44,13.1,82.1,160.6,NA,"troy",2022
3,"Tez Johnson","WR",13,1,2,50,7,1,50,0,0,3.5,13.5,7,0.5,244.4,NA,"troy",2022
1,"Michael Pratt","QB",13,215,338,63.6,3009,27,8,5,1.5,8.9,9.83,14,231.5,161.8,NA,"tulane",2022
2,"Kai Horton","QB",4,13,23,56.5,165,3,13,0,0,7.2,9.78,12.7,41.3,159.8,NA,"tulane",2022
3,"Justin Ibieta","QB",4,13,16,81.3,138,0,0,0,0,8.6,8.63,10.6,34.5,153.7,NA,"tulane",2022
1,"Davis Brin","QB",9,148,250,59.2,2138,17,6.8,8,3.2,8.6,8.47,14.4,237.6,147.1,NA,"tulsa",2022
2,"Braylon Braxton","QB",9,92,163,56.4,1133,10,6.1,2,1.2,7,7.63,12.3,125.9,132.6,NA,"tulsa",2022
3,"Roman Fuller","QB",1,1,1,100,7,0,0,0,0,7,7,7,7,158.8,NA,"tulsa",2022
1,"Dorian Thompson-Robinson","QB",13,266,382,69.6,3169,27,7.1,10,2.6,8.3,8.53,11.9,243.8,157.4,NA,"ucla",2022
2,"Ethan Garbers","QB",6,26,37,70.3,294,2,5.4,2,5.4,7.9,6.59,11.3,49,144,NA,"ucla",2022
3,"Chase Griffin","QB",2,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"ucla",2022
1,"Cooper Legas","QB",10,135,221,61.1,1499,11,5,10,4.5,6.8,5.74,11.1,149.9,125.4,NA,"utah-state",2022
2,"Logan Bonner","QB",4,62,110,56.4,753,6,5.5,8,7.3,6.8,4.66,12.1,188.3,117.3,NA,"utah-state",2022
3,"Bishop Davenport","QB",3,27,44,61.4,245,1,2.3,2,4.5,5.6,3.98,9.1,81.7,106.5,NA,"utah-state",2022
4,"Levi Williams","QB",6,5,17,29.4,28,0,0,1,5.9,1.6,-1,5.6,4.7,31.5,NA,"utah-state",2022
5,"Stephen Kotsanlee","P",13,1,1,100,12,0,0,0,0,12,12,12,0.9,200.8,NA,"utah-state",2022
6,"Brian Cobbs","WR",13,0,2,0,0,0,0,0,0,0,0,NA,0,0,NA,"utah-state",2022
7,"Terrell Vaughn","WR",13,0,2,0,0,0,0,0,0,0,0,NA,0,0,NA,"utah-state",2022
1,"Cameron Rising","QB",13,249,385,64.7,3034,26,6.8,8,2.1,7.9,8.3,12.2,233.4,149,NA,"utah",2022
2,"Bryson Barnes","QB",10,37,57,64.9,430,4,7,2,3.5,7.5,7.37,11.6,43,144.4,NA,"utah",2022
3,"Nate Johnson","QB",4,1,1,100,16,1,100,0,0,16,36,16,4,564.4,NA,"utah",2022
4,"Devaughn Vele","WR",14,1,1,100,9,0,0,0,0,9,9,9,0.6,175.6,NA,"utah",2022
1,"AJ Swann","QB",9,115,198,58.1,1274,10,5.1,2,1,6.4,6.99,11.1,141.6,126.8,NA,"vanderbilt",2022
2,"Mike Wright","QB",10,85,148,57.4,974,12,8.1,4,2.7,6.6,6.99,11.5,97.4,134.1,NA,"vanderbilt",2022
1,"Grant Wells","QB",11,196,332,59,2171,9,2.7,9,2.7,6.5,5.86,11.1,197.4,117.5,NA,"virginia-tech",2022
2,"Jason Brown","QB",3,7,13,53.8,65,0,0,0,0,5,5,9.3,21.7,95.8,NA,"virginia-tech",2022
3,"Chance Black","RB",11,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"virginia-tech",2022
1,"Brennan Armstrong","QB",10,185,338,54.7,2210,7,2.1,12,3.6,6.5,5.36,11.9,221,109.4,NA,"virginia",2022
2,"Jay Woolfolk","QB",4,0,2,0,0,0,0,0,0,0,0,NA,0,0,NA,"virginia",2022
3,"Keytaon Thompson","WR",8,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"virginia",2022
1,"Sam Hartman","QB",12,270,428,63.1,3701,38,8.9,12,2.8,8.6,9.16,13.7,308.4,159.4,NA,"wake-forest",2022
2,"Mitch Griffis","QB",6,29,41,70.7,348,5,12.2,1,2.4,8.5,9.83,12,58,177.4,NA,"wake-forest",2022
3,"Michael Kern","QB",2,3,4,75,6,0,0,0,0,1.5,1.5,2,3,87.6,NA,"wake-forest",2022
1,"Cameron Ward","QB",13,320,497,64.4,3232,23,4.6,9,1.8,6.5,6.61,10.1,248.6,130.7,NA,"washington-state",2022
2,"Nick Haberer","P",13,1,1,100,36,0,0,0,0,36,36,36,2.8,402.4,NA,"washington-state",2022
3,"John Mateer","QB",1,2,2,100,32,1,50,0,0,16,26,16,32,399.4,NA,"washington-state",2022
1,"Michael Penix Jr.","QB",13,362,554,65.3,4641,31,5.6,8,1.4,8.4,8.85,12.8,357,151.3,"H-8","washington",2022
2,"Dylan Morris","QB",7,9,16,56.3,142,1,6.3,1,6.3,8.9,7.31,15.8,20.3,138.9,"","washington",2022
3,"Sam Huard","QB",1,2,2,100,24,0,0,0,0,12,12,12,24,200.8,"","washington",2022
1,"JT Daniels","QB",10,200,327,61.2,2107,13,4,9,2.8,6.4,6,10.5,210.7,122.9,NA,"west-virginia",2022
2,"Garrett Greene","QB",9,43,78,55.1,493,5,6.4,3,3.8,6.3,5.87,11.5,54.8,121.7,NA,"west-virginia",2022
3,"Nicco Marchiol","QB",2,4,13,30.8,61,1,7.7,0,0,4.7,6.23,15.3,30.5,95.6,NA,"west-virginia",2022
4,"Will Crowder","QB",2,6,6,100,57,1,16.7,0,0,9.5,12.83,9.5,28.5,234.8,NA,"west-virginia",2022
5,"Sam James","WR",12,1,1,100,12,0,0,0,0,12,12,12,1,200.8,NA,"west-virginia",2022
1,"Austin Reed","QB",14,389,603,64.5,4746,40,6.6,11,1.8,7.9,8.38,12.2,339,148.9,NA,"western-kentucky",2022
2,"Darius Ocean","QB",5,7,12,58.3,135,2,16.7,1,8.3,11.3,10.83,19.3,27,191.2,NA,"western-kentucky",2022
3,"Caden Veltkamp","QB",1,4,4,100,25,0,0,0,0,6.3,6.25,6.3,25,152.5,NA,"western-kentucky",2022
4,"Dalvin Smith","WR",14,1,2,50,25,1,50,0,0,12.5,22.5,25,1.8,320,NA,"western-kentucky",2022
1,"Jack Salopek","QB",7,104,212,49.1,1285,7,3.3,11,5.2,6.1,4.39,12.4,183.6,100.5,NA,"western-michigan",2022
2,"Treyson Bourguet","QB",4,54,109,49.5,601,2,1.8,1,0.9,5.5,5.47,11.1,150.3,100.1,NA,"western-michigan",2022
3,"Mareyohn Hrabowski","QB",6,4,8,50,56,0,0,0,0,7,7,14,9.3,108.8,NA,"western-michigan",2022
4,"Anthony Sambucci","WR",11,1,1,100,31,1,100,0,0,31,51,31,2.8,690.4,NA,"western-michigan",2022
5,"Stone Hollenbach","QB",1,4,5,80,15,0,0,1,20,3,-6,3.8,15,65.2,NA,"western-michigan",2022
1,"Graham Mertz","QB",12,164,286,57.3,2136,19,6.6,10,3.5,7.5,7.22,13,178,135,NA,"wisconsin",2022
2,"Chase Wolf","QB",3,18,32,56.3,137,1,3.1,1,3.1,4.3,3.5,7.6,45.7,96.3,NA,"wisconsin",2022
3,"Myles Burkett","QB",2,4,5,80,84,0,0,0,0,16.8,16.8,21,42,221.1,NA,"wisconsin",2022
4,"Braelon Allen","RB",12,2,3,66.7,33,1,33.3,0,0,11,17.67,16.5,2.8,269.1,NA,"wisconsin",2022
1,"Andrew Peasley","QB",12,144,275,52.4,1574,10,3.6,9,3.3,5.7,4.98,10.9,131.2,105.9,NA,"wyoming",2022
2,"Jayden Clemons","QB",5,12,29,41.4,145,1,3.4,3,10.3,5,1.03,12.1,29,74.1,NA,"wyoming",2022
