"Rk","Player","Pos","G","Cmp","Att","Cmp.","Yds","TD","TD.","Int","Int.","Y.A","AY.A","Y.C","Y.G","Rate","Awards","Team","Year"
3,"Nate Hampton","QB",2,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"liberty",2023
4,"Trey Lowe III","QB",2,0,3,0,0,0,0,0,0,0,0,NA,0,0,NA,"liberty",2023
5,"Zak Burnett","QB",2,0,3,0,0,0,0,0,0,0,0,NA,0,0,NA,"liberty",2023
1,"Zeon Chriss","QB",8,102,153,66.7,1222,11,7.2,5,3.3,8,7.95,12,152.8,150.9,NA,"louisiana-lafayette",2023
2,"Chandler Fields","QB",7,96,143,67.1,1069,7,4.9,3,2.1,7.5,7.51,11.1,152.7,141.9,NA,"louisiana-lafayette",2023
3,"Ben Wooldridge","QB",3,39,69,56.5,508,5,7.2,1,1.4,7.4,8.16,13,169.3,139.4,NA,"louisiana-lafayette",2023
4,"Thomas Leo","P",13,1,1,100,18,0,0,0,0,18,18,18,1.4,251.2,NA,"louisiana-lafayette",2023
5,"Peter LeBlanc","WR",13,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"louisiana-lafayette",2023
1,"Jiya Wright","QB",12,107,204,52.5,1246,10,4.9,8,3.9,6.1,5.32,11.6,103.8,112.1,NA,"louisiana-monroe",2023
2,"Blake Murphy","QB",4,53,104,51,721,4,3.8,5,4.8,6.9,5.54,13.6,180.3,112.3,NA,"louisiana-monroe",2023
3,"Hunter Herring","QB",2,16,30,53.3,121,1,3.3,0,0,4,4.7,7.6,60.5,98.2,NA,"louisiana-monroe",2023
4,"Brian Garcia","QB",12,1,5,20,10,0,0,0,0,2,2,10,0.8,36.8,NA,"louisiana-monroe",2023
5,"Tyrone Howell","WR",12,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"louisiana-monroe",2023
1,"Jayden Daniels","QB",12,236,327,72.2,3812,40,12.2,4,1.2,11.7,13.55,16.2,317.7,208,"H-1,AA,Camp","louisiana-state",2023
2,"Garrett Nussmeier","QB",7,48,78,61.5,591,4,5.1,1,1.3,7.6,8.03,12.3,84.4,139.5,"","louisiana-state",2023
3,"Rickie Collins","QB",1,2,2,100,3,0,0,0,0,1.5,1.5,1.5,3,112.6,"","louisiana-state",2023
1,"Hank Bachmeier","QB",9,182,269,67.7,2058,10,3.7,5,1.9,7.7,7.56,11.3,228.7,140.5,NA,"louisiana-tech",2023
2,"Jack Turner","QB",8,84,148,56.8,1017,5,3.4,5,3.4,6.9,6.03,12.1,127.1,118.9,NA,"louisiana-tech",2023
3,"Kyle Maxwell","WR",9,1,1,100,35,1,100,0,0,35,55,35,3.9,724,NA,"louisiana-tech",2023
4,"Evan Bullock","QB",1,2,5,40,21,0,0,1,20,4.2,-4.8,10.5,21,35.3,NA,"louisiana-tech",2023
1,"Jack Plummer","QB",14,256,395,64.8,3204,21,5.3,12,3,8.1,7.81,12.5,228.9,144.4,NA,"louisville",2023
2,"Harrison Bailey","QB",1,3,5,60,51,1,20,0,0,10.2,14.2,17,51,211.7,NA,"louisville",2023
3,"Brock Domann","QB",4,5,5,100,44,0,0,0,0,8.8,8.8,8.8,11,173.9,NA,"louisville",2023
4,"Brady Allen","QB",1,1,1,100,7,0,0,0,0,7,7,7,7,158.8,NA,"louisville",2023
5,"Pierce Clarkson","QB",1,1,2,50,7,0,0,0,0,3.5,3.5,7,7,79.4,NA,"louisville",2023
1,"Cam Fancher","QB",10,202,309,65.4,2162,11,3.6,11,3.6,7,6.11,10.7,216.2,128.8,NA,"marshall",2023
2,"Cole Pennington","QB",4,64,112,57.1,695,0,0,6,5.4,6.2,3.79,10.9,173.8,98.6,NA,"marshall",2023
3,"Charles Montgomery","WR",13,1,2,50,75,1,50,0,0,37.5,47.5,75,5.8,530,NA,"marshall",2023
4,"TJ Mcmahon","QB",2,1,1,100,8,0,0,0,0,8,8,8,4,167.2,NA,"marshall",2023
5,"Colin Parachek","QB",1,0,1,0,0,0,0,1,100,0,-45,NA,0,-200,NA,"marshall",2023
6,"Talik Keaton","WR",12,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"marshall",2023
1,"Taulia Tagovailoa","QB",12,290,437,66.4,3377,25,5.7,11,2.5,7.7,7.74,11.6,281.4,145.1,NA,"maryland",2023
2,"Billy Edwards Jr.","QB",8,10,30,33.3,128,1,3.3,1,3.3,4.3,3.43,12.8,16,73.5,NA,"maryland",2023
3,"Cameron Edge","QB",2,6,9,66.7,100,1,11.1,1,11.1,11.1,8.33,16.7,50,174.4,NA,"maryland",2023
4,"Jeshaun Jones","WR",13,1,1,100,21,0,0,0,0,21,21,21,1.6,276.4,NA,"maryland",2023
1,"Taisun Phommachanh","QB",9,139,227,61.2,1507,6,2.6,6,2.6,6.6,5.98,10.8,167.4,120.4,NA,"massachusetts",2023
2,"Carlos Davis","QB",4,62,101,61.4,886,6,5.9,3,3,8.8,8.62,14.3,221.5,148.7,NA,"massachusetts",2023
3,"Ahmad Haston","QB",3,11,17,64.7,176,2,11.8,1,5.9,10.4,10.06,16,58.7,178.7,NA,"massachusetts",2023
4,"Brady Olson","QB",1,0,3,0,0,0,0,1,33.3,0,-15,NA,0,-66.7,NA,"massachusetts",2023
1,"Seth Henigan","QB",13,318,476,66.8,3883,32,6.7,9,1.9,8.2,8.65,12.2,298.7,153.7,NA,"memphis",2023
2,"Tevin Carter","QB",6,3,5,60,101,1,20,1,20,20.2,15.2,33.7,16.8,255.7,NA,"memphis",2023
1,"Tyler Van Dyke","QB",11,219,333,65.8,2703,19,5.7,12,3.6,8.1,7.64,12.3,245.7,145.6,NA,"miami-fl",2023
2,"Emory Williams","QB",5,44,71,62,470,3,4.2,1,1.4,6.6,6.83,10.7,94,128.7,NA,"miami-fl",2023
3,"Jacurri Brown","QB",1,20,31,64.5,181,1,3.2,1,3.2,5.8,5.03,9.1,181,117.8,NA,"miami-fl",2023
1,"Brett Gabbert","QB",8,111,187,59.4,1634,14,7.5,5,2.7,8.7,9.03,14.7,204.3,152.1,NA,"miami-oh",2023
2,"Aveon Smith","QB",10,48,96,50,638,2,2.1,2,2.1,6.6,6.13,13.3,63.8,108.5,NA,"miami-oh",2023
3,"Maddox Kopp","QB",2,1,2,50,28,0,0,0,0,14,14,28,14,167.6,NA,"miami-oh",2023
4,"Henry Hesson","QB",2,5,8,62.5,16,0,0,0,0,2,2,3.2,8,79.3,NA,"miami-oh",2023
1,"Katin Houser","QB",11,112,191,58.6,1130,6,3.1,5,2.6,5.9,5.37,10.1,102.7,113.5,NA,"michigan-state",2023
2,"Noah Kim","QB",5,91,160,56.9,1090,6,3.8,6,3.8,6.8,5.88,12,218,119,NA,"michigan-state",2023
3,"Sam Leavitt","QB",4,15,23,65.2,139,2,8.7,2,8.7,6,3.87,9.3,34.8,127.3,NA,"michigan-state",2023
4,"Alante Brown","WR",11,1,1,100,42,0,0,0,0,42,42,42,3.8,452.8,NA,"michigan-state",2023
5,"Montorie Foster","WR",12,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"michigan-state",2023
6,"Andrew Schorfhaar","QB",2,2,2,100,-3,0,0,0,0,-1.5,-1.5,-1.5,-1.5,87.4,NA,"michigan-state",2023
1,"J.J. McCarthy","QB",15,240,332,72.3,2991,22,6.6,4,1.2,9,9.79,12.5,199.4,167.4,"H-10","michigan",2023
2,"Jack Tuttle","QB",6,15,17,88.2,130,1,5.9,0,0,7.6,8.82,8.7,21.7,171.9,"","michigan",2023
3,"Jayden Denegal","QB",6,4,5,80,50,1,20,0,0,10,14,12.5,8.3,230,"","michigan",2023
4,"Donovan Edwards","RB",15,1,1,100,34,0,0,0,0,34,34,34,2.3,385.6,"","michigan",2023
5,"Davis Warren","QB",3,0,5,0,0,0,0,1,20,0,-9,NA,0,-40,"","michigan",2023
1,"Nicholas Vattiato","QB",12,286,428,66.8,3092,23,5.4,13,3,7.2,6.93,10.8,257.7,139.2,NA,"middle-tennessee-state",2023
2,"DJ Riles","QB",12,7,8,87.5,78,0,0,0,0,9.8,9.75,11.1,6.5,169.4,NA,"middle-tennessee-state",2023
3,"Holden Willis","WR",11,1,1,100,23,0,0,0,0,23,23,23,2.1,293.2,NA,"middle-tennessee-state",2023
4,"Kyle Lowe","QB",2,1,1,100,-1,0,0,0,0,-1,-1,-1,-0.5,91.6,NA,"middle-tennessee-state",2023
1,"Athan Kaliakmanis","QB",12,156,294,53.1,1838,14,4.8,9,3.1,6.3,5.83,11.8,153.2,115.2,NA,"minnesota",2023
2,"Cole Kramer","QB",3,8,17,47.1,26,2,11.8,2,11.8,1.5,-1.41,3.3,8.7,75.2,NA,"minnesota",2023
1,"Will Rogers","QB",8,142,237,59.9,1626,12,5.1,4,1.7,6.9,7.11,11.5,203.3,130.9,NA,"mississippi-state",2023
2,"Mike Wright","QB",12,48,85,56.5,453,3,3.5,3,3.5,5.3,4.45,9.4,37.8,105.8,NA,"mississippi-state",2023
3,"Chris Parson","QB",2,11,26,42.3,103,0,0,3,11.5,4,-1.23,9.4,51.5,52.5,NA,"mississippi-state",2023
1,"Jaxson Dart","QB",13,233,358,65.1,3364,23,6.4,5,1.4,9.4,10.05,14.4,258.8,162.4,NA,"mississippi",2023
2,"Spencer Sanders","QB",9,19,29,65.5,278,3,10.3,0,0,9.6,11.66,14.6,30.9,180.2,NA,"mississippi",2023
3,"Walker Howard","QB",2,3,4,75,56,0,0,0,0,14,14,18.7,28,192.6,NA,"mississippi",2023
4,"Jordan Watkins","WR",13,1,1,100,15,0,0,0,0,15,15,15,1.2,226,NA,"mississippi",2023
5,"Charlie Pollock","P",13,0,1,0,0,0,0,1,100,0,-45,NA,0,-200,NA,"mississippi",2023
1,"Brady Cook","QB",13,244,369,66.1,3317,21,5.7,6,1.6,9,9.4,13.6,255.2,157.2,NA,"missouri",2023
2,"Sam Horn","QB",3,3,6,50,54,1,16.7,1,16.7,9,4.83,18,18,147.3,NA,"missouri",2023
3,"Luke Bauer","K",13,1,1,100,39,1,100,0,0,39,59,39,3,757.6,NA,"missouri",2023
1,"Tai Lavatai","QB",8,56,101,55.4,701,5,5,2,2,6.9,7.04,12.5,87.6,126.1,NA,"navy",2023
2,"Xavier Arline","QB",9,23,44,52.3,320,2,4.5,2,4.5,7.3,6.14,13.9,35.6,119.3,NA,"navy",2023
3,"Braxton Woodson","QB",4,17,40,42.5,163,1,2.5,1,2.5,4.1,3.45,9.6,40.8,80,NA,"navy",2023
4,"Blake Horvath","QB",4,6,12,50,84,2,16.7,0,0,7,10.33,14,21,163.8,NA,"navy",2023
5,"Eli Heidenreich","RB",12,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"navy",2023
1,"Heinrich Haarberg","QB",10,77,157,49,967,7,4.5,7,4.5,6.2,5.04,12.6,96.7,106.6,NA,"nebraska",2023
2,"Chubba Purdy","QB",6,31,57,54.4,382,2,3.5,3,5.3,6.7,5.04,12.3,63.7,111.7,NA,"nebraska",2023
3,"Jeff Sims","QB",5,28,47,59.6,282,1,2.1,6,12.8,6,0.68,10.1,56.4,91.5,NA,"nebraska",2023
1,"Jayden Maiava","QB",14,224,353,63.5,3085,17,4.8,10,2.8,8.7,8.43,13.8,220.4,147.1,NA,"nevada-las-vegas",2023
2,"Doug Brumfield","QB",8,26,50,52,252,0,0,2,4,5,3.24,9.7,31.5,86.3,NA,"nevada-las-vegas",2023
3,"Marshall Nichols","P",14,1,1,100,12,0,0,0,0,12,12,12,0.9,200.8,NA,"nevada-las-vegas",2023
1,"Brendon Lewis","QB",12,131,236,55.5,1313,2,0.8,6,2.5,5.6,4.59,10,109.4,100,NA,"nevada",2023
2,"AJ Bianco","QB",8,45,82,54.9,614,4,4.9,5,6.1,7.5,5.72,13.6,76.8,121.7,NA,"nevada",2023
3,"Shane Illingworth","QB",1,15,27,55.6,175,0,0,1,3.7,6.5,4.81,11.7,175,102.6,NA,"nevada",2023
1,"Diego Pavia","QB",15,221,366,60.4,2973,26,7.1,9,2.5,8.1,8.44,13.5,198.2,147.1,NA,"new-mexico-state",2023
2,"Blaze Berlowitz","QB",1,10,19,52.6,134,1,5.3,1,5.3,7.1,5.74,13.4,134,118.7,NA,"new-mexico-state",2023
3,"Eli Stowers","QB",15,4,8,50,99,1,12.5,0,0,12.4,14.88,24.8,6.6,195.2,NA,"new-mexico-state",2023
1,"Dylan Hopkins","QB",11,157,282,55.7,2074,11,3.9,9,3.2,7.4,6.7,13.2,188.5,123.9,NA,"new-mexico",2023
2,"Devon Dampier","QB",9,40,64,62.5,525,6,9.4,0,0,8.2,10.08,13.1,58.3,162.3,NA,"new-mexico",2023
3,"DC Tabscott","QB",3,1,5,20,16,0,0,1,20,3.2,-5.8,16,5.3,6.9,NA,"new-mexico",2023
1,"Brennan Armstrong","QB",12,160,262,61.1,1785,11,4.2,7,2.7,6.8,6.45,11.2,148.8,126.8,NA,"north-carolina-state",2023
2,"MJ Morris","QB",4,63,113,55.8,719,7,6.2,5,4.4,6.4,5.61,11.4,179.8,120.8,NA,"north-carolina-state",2023
3,"Kevin Concepcion","WR",13,1,3,33.3,17,1,33.3,0,0,5.7,12.33,17,1.3,190.9,NA,"north-carolina-state",2023
1,"Drake Maye","QB",12,269,425,63.3,3608,24,5.6,9,2.1,8.5,8.67,13.4,300.7,149,NA,"north-carolina",2023
2,"Conner Harrell","QB",5,22,33,66.7,278,2,6.1,2,6.1,8.4,6.91,12.6,55.6,145.3,NA,"north-carolina",2023
3,"Jefferson Boaz","QB",1,1,1,100,3,0,0,0,0,3,3,3,3,125.2,NA,"north-carolina",2023
4,"Caleb Hood","RB",7,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"north-carolina",2023
1,"Chandler Rogers","QB",12,262,421,62.2,3382,29,6.9,5,1.2,8,8.88,12.9,281.8,150.1,NA,"north-texas",2023
2,"Stone Earle","QB",4,22,40,55,274,4,10,4,10,6.9,4.35,12.5,68.5,125.5,NA,"north-texas",2023
1,"Rocky Lombardi","QB",13,189,327,57.8,2274,11,3.4,7,2.1,7,6.66,12,174.9,123,NA,"northern-illinois",2023
2,"Ethan Hampton","QB",4,19,33,57.6,147,2,6.1,2,6.1,4.5,2.94,7.7,36.8,102.9,NA,"northern-illinois",2023
3,"Tom Foley","P",13,1,1,100,32,1,100,0,0,32,52,32,2.5,698.8,NA,"northern-illinois",2023
4,"Justin Lynch","RB",5,1,1,100,7,1,100,0,0,7,27,7,1.4,488.8,NA,"northern-illinois",2023
5,"Trayvon Rudolph","WR",13,1,1,100,7,0,0,0,0,7,7,7,0.5,158.8,NA,"northern-illinois",2023
1,"Ben Bryant","QB",9,173,277,62.5,1807,13,4.7,6,2.2,6.5,6.49,10.4,200.8,128.4,NA,"northwestern",2023
2,"Brendan Sullivan","QB",8,63,99,63.6,714,6,6.1,2,2,7.2,7.52,11.3,89.3,140.2,NA,"northwestern",2023
3,"Ryan Hilinski","QB",3,2,4,50,88,1,25,0,0,22,27,44,29.3,317.3,NA,"northwestern",2023
4,"Jack Lausch","QB",10,2,3,66.7,10,0,0,0,0,3.3,3.33,5,1,94.7,NA,"northwestern",2023
5,"Hunter Renner","P",13,1,1,100,7,0,0,0,0,7,7,7,0.5,158.8,NA,"northwestern",2023
1,"Sam Hartman","QB",12,191,301,63.5,2689,24,8,8,2.7,8.9,9.33,14.1,224.1,159.5,NA,"notre-dame",2023
2,"Steve Angeli","QB",8,34,44,77.3,504,7,15.9,1,2.3,11.5,13.61,14.8,63,221.4,NA,"notre-dame",2023
3,"Kenny Minchey","QB",3,2,2,100,12,0,0,0,0,6,6,6,4,150.4,NA,"notre-dame",2023
1,"Kyle McCord","QB",12,229,348,65.8,3170,24,6.9,6,1.7,9.1,9.71,13.8,264.2,161.6,NA,"ohio-state",2023
2,"Devin Brown","QB",6,16,28,57.1,217,2,7.1,1,3.6,7.8,7.57,13.6,36.2,138.7,NA,"ohio-state",2023
3,"Lincoln Kienholz","QB",3,10,22,45.5,111,0,0,0,0,5,5.05,11.1,37,87.8,NA,"ohio-state",2023
4,"Emeka Egbuka","WR",10,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"ohio-state",2023
1,"Kurtis Rourke","QB",11,195,307,63.5,2207,11,3.6,5,1.6,7.2,7.17,11.3,200.6,132.5,NA,"ohio",2023
2,"CJ Harris","QB",2,25,49,51,248,2,4.1,3,6.1,5.1,3.12,9.9,124,94.8,NA,"ohio",2023
3,"Parker Navarro","QB",6,18,26,69.2,185,3,11.5,1,3.8,7.1,7.69,10.3,30.8,159.4,NA,"ohio",2023
4,"Miles Cross","WR",11,1,1,100,7,0,0,0,0,7,7,7,0.6,158.8,NA,"ohio",2023
1,"Alan Bowman","QB",14,304,501,60.7,3460,15,3,14,2.8,6.9,6.25,11.4,247.1,123,"","oklahoma-state",2023
2,"Gunnar Gundy","QB",4,21,34,61.8,202,1,2.9,0,0,5.9,6.53,9.6,50.5,121.4,"","oklahoma-state",2023
3,"Garret Rangel","QB",5,17,32,53.1,172,2,6.3,1,3.1,5.4,5.22,10.1,34.4,112.7,"","oklahoma-state",2023
4,"Brennan Presley","WR",14,2,2,100,37,0,0,0,0,18.5,18.5,18.5,2.6,255.4,"","oklahoma-state",2023
5,"Ollie Gordon","RB",14,0,1,0,0,0,0,1,100,0,-45,NA,0,-200,"H-7,AA","oklahoma-state",2023
1,"Dillon Gabriel","QB",12,266,384,69.3,3660,30,7.8,6,1.6,9.5,10.39,13.8,305,172,NA,"oklahoma",2023
2,"Jackson Arnold","QB",7,44,69,63.8,563,4,5.8,3,4.3,8.2,7.36,12.8,80.4,142.7,NA,"oklahoma",2023
1,"Grant Wilson","QB",12,178,312,57.1,2149,17,5.4,8,2.6,6.9,6.82,12.1,179.1,127.8,NA,"old-dominion",2023
2,"Jack Shields","QB",6,25,47,53.2,353,2,4.3,3,6.4,7.5,5.49,14.1,58.8,117.6,NA,"old-dominion",2023
3,"Ahmarian Granger","WR",13,1,1,100,30,1,100,0,0,30,50,30,2.3,682,NA,"old-dominion",2023
1,"D.J. Uiagalelei","QB",12,180,315,57.1,2638,21,6.7,7,2.2,8.4,8.71,14.7,219.8,145,NA,"oregon-state",2023
2,"Aidan Chiles","QB",9,24,35,68.6,309,4,11.4,0,0,8.8,11.11,12.9,34.3,180.4,NA,"oregon-state",2023
3,"Ben Gulbranson","QB",2,17,28,60.7,186,1,3.6,1,3.6,6.6,5.75,10.9,93,121.2,NA,"oregon-state",2023
4,"Jesiah Irish","WR",12,1,1,100,15,0,0,0,0,15,15,15,1.3,226,NA,"oregon-state",2023
5,"Deshaun Fenwick","RB",13,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"oregon-state",2023
1,"Bo Nix","QB",14,364,470,77.4,4508,45,9.6,3,0.6,9.6,11.22,12.4,322,188.3,"H-3","oregon",2023
2,"Ty Thompson","QB",7,24,31,77.4,297,4,12.9,1,3.2,9.6,10.71,12.4,42.4,194,"","oregon",2023
3,"Austin Novosad","QB",3,9,11,81.8,52,0,0,0,0,4.7,4.73,5.8,17.3,121.5,"","oregon",2023
4,"Bucky Irving","RB",14,0,1,0,0,0,0,0,0,0,0,NA,0,0,"","oregon",2023
5,"Ross James","P",14,0,1,0,0,0,0,1,100,0,-45,NA,0,-200,"","oregon",2023
1,"Drew Allar","QB",13,233,389,59.9,2631,25,6.4,2,0.5,6.8,7.82,11.3,202.4,136.9,NA,"penn-state",2023
2,"Beau Pribula","QB",11,11,21,52.4,149,4,19,0,0,7.1,10.9,13.5,13.5,174.8,NA,"penn-state",2023
3,"Treyson Potts","RB",13,1,1,100,11,1,100,0,0,11,31,11,0.8,522.4,NA,"penn-state",2023
4,"Kaytron Allen","RB",13,1,1,100,4,0,0,0,0,4,4,4,0.3,133.6,NA,"penn-state",2023
5,"Keandre Lambert-Smith","WR",13,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"penn-state",2023
1,"Christian Veilleux","QB",7,94,184,51.1,1179,7,3.8,8,4.3,6.4,5.21,12.5,168.4,108.8,NA,"pittsburgh",2023
2,"Phil Jurkovec","QB",6,57,112,50.9,818,6,5.4,3,2.7,7.3,7.17,14.4,136.3,124.6,NA,"pittsburgh",2023
3,"Nate Yarnell","QB",4,41,62,66.1,595,4,6.5,1,1.6,9.6,10.16,14.5,148.8,164.8,NA,"pittsburgh",2023
1,"Hudson Card","QB",11,215,365,58.9,2387,15,4.1,8,2.2,6.5,6.38,11.1,217,123,NA,"purdue",2023
2,"Ryan Browne","QB",1,12,16,75,104,0,0,2,12.5,6.5,0.88,8.7,104,104.6,NA,"purdue",2023
3,"Bennett Meredith","QB",3,7,11,63.6,43,0,0,0,0,3.9,3.91,6.1,14.3,96.5,NA,"purdue",2023
1,"JT Daniels","QB",9,181,287,63.1,2443,21,7.3,7,2.4,8.5,8.88,13.5,271.4,153.8,NA,"rice",2023
2,"AJ Padgett","QB",6,71,117,60.7,721,8,6.8,6,5.1,6.2,5.22,10.2,120.2,124.8,NA,"rice",2023
3,"Chase Jenkins","QB",5,13,19,68.4,100,0,0,1,5.3,5.3,2.89,7.7,20,102.1,NA,"rice",2023
4,"Shawqi Itraish","QB",3,2,4,50,19,0,0,2,50,4.8,-17.75,9.5,6.3,-10.1,NA,"rice",2023
5,"Luke McCaffrey","WR",13,0,2,0,0,0,0,0,0,0,0,NA,0,0,NA,"rice",2023
6,"Quinton Jackson","RB",13,1,1,100,-1,0,0,0,0,-1,-1,-1,-0.1,91.6,NA,"rice",2023
1,"Gavin Wimsatt","QB",13,138,289,47.8,1735,9,3.1,8,2.8,6,5.38,12.6,133.5,102.9,NA,"rutgers",2023
2,"Evan Simon","QB",1,2,3,66.7,30,1,33.3,0,0,10,16.67,15,30,260.7,NA,"rutgers",2023
3,"Ajani Sheppard","QB",1,2,2,100,23,0,0,0,0,11.5,11.5,11.5,23,196.6,NA,"rutgers",2023
1,"Keegan Shoemaker","QB",11,264,419,63,2506,15,3.6,11,2.6,6,5.52,9.5,227.8,119.8,NA,"sam-houston-state",2023
2,"Grant Gunnell","QB",1,14,22,63.6,100,0,0,1,4.5,4.5,2.5,7.1,100,92.7,NA,"sam-houston-state",2023
3,"Noah Smith","WR",12,3,4,75,41,0,0,0,0,10.3,10.25,13.7,3.4,161.1,NA,"sam-houston-state",2023
4,"Simeon Evans","WR",10,1,1,100,23,0,0,0,0,23,23,23,2.3,293.2,NA,"sam-houston-state",2023
1,"Jalen Mayden","QB",12,199,314,63.4,2031,10,3.2,9,2.9,6.5,5.82,10.2,169.3,122.5,NA,"san-diego-state",2023
2,"Martin Blake","RB",12,1,1,100,32,0,0,0,0,32,32,32,2.7,368.8,NA,"san-diego-state",2023
3,"Tobin O'Dell","QB",3,1,2,50,0,0,0,1,50,0,-22.5,0,0,-50,NA,"san-diego-state",2023
4,"Zechariah Ramirez","K",12,1,1,100,-2,0,0,0,0,-2,-2,-2,-0.2,83.2,NA,"san-diego-state",2023
1,"Chevan Cordeiro","QB",13,223,362,61.6,2773,20,5.5,4,1.1,7.7,8.27,12.4,213.3,142,NA,"san-jose-state",2023
2,"Jay Butterfield","QB",4,7,11,63.6,80,1,9.1,0,0,7.3,9.09,11.4,20,154.7,NA,"san-jose-state",2023
3,"Nick Nash","WR",13,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"san-jose-state",2023
1,"Carter Bradley","QB",11,221,326,67.8,2660,19,5.8,7,2.1,8.2,8.36,12,241.8,151.3,NA,"south-alabama",2023
2,"Gio Lopez","QB",5,41,61,67.2,475,4,6.6,2,3.3,7.8,7.62,11.6,95,147.7,NA,"south-alabama",2023
3,"Desmond Trotter","QB",5,29,41,70.7,351,5,12.2,2,4.9,8.6,8.8,12.1,70.2,173.1,NA,"south-alabama",2023
1,"Spencer Rattler","QB",12,275,399,68.9,3186,19,4.8,8,2,8,8.04,11.6,265.5,147.7,NA,"south-carolina",2023
2,"LaNorris Sellers","QB",3,4,4,100,86,2,50,0,0,21.5,31.5,21.5,28.7,445.6,NA,"south-carolina",2023
3,"Kai Kroeger","P",12,1,2,50,32,0,0,0,0,16,16,32,2.7,184.4,NA,"south-carolina",2023
4,"Luke Doty","QB",12,2,4,50,17,0,0,0,0,4.3,4.25,8.5,1.4,85.7,NA,"south-carolina",2023
5,"Colten Gauthier","QB",1,1,2,50,15,0,0,0,0,7.5,7.5,15,15,113,NA,"south-carolina",2023
1,"Byrum Brown","QB",13,276,427,64.6,3292,26,6.1,11,2.6,7.7,7.77,11.9,253.2,144.3,NA,"south-florida",2023
2,"Sean Atkins","WR",13,4,4,100,149,1,25,0,0,37.3,42.25,37.3,11.5,495.4,NA,"south-florida",2023
3,"Bryce Archie","QB",7,7,15,46.7,53,0,0,0,0,3.5,3.53,7.6,7.6,76.3,NA,"south-florida",2023
4,"Israel Carter","QB",3,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"south-florida",2023
5,"Nay'quan Wright","RB",13,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"south-florida",2023
1,"Caleb Williams","QB",12,266,388,68.6,3633,30,7.7,5,1.3,9.4,10.33,13.7,302.8,170.1,NA,"southern-california",2023
2,"Miller Moss","QB",5,46,65,70.8,681,7,10.8,1,1.5,10.5,11.94,14.8,136.2,191.2,NA,"southern-california",2023
3,"Mario Williams","WR",12,1,1,100,15,0,0,0,0,15,15,15,1.3,226,NA,"southern-california",2023
4,"Malachi Nelson","QB",1,1,3,33.3,0,0,0,0,0,0,0,0,0,33.3,NA,"southern-california",2023
1,"Preston Stone","QB",12,206,344,59.9,3197,28,8.1,6,1.7,9.3,10.14,15.5,266.4,161.3,NA,"southern-methodist",2023
2,"Kevin Jennings","QB",8,61,105,58.1,618,5,4.8,2,1.9,5.9,5.98,10.1,77.3,119.4,NA,"southern-methodist",2023
3,"Alex Padilla","QB",4,5,7,71.4,59,0,0,0,0,8.4,8.43,11.8,14.8,142.2,NA,"southern-methodist",2023
4,"Keldric Luster","QB",2,2,6,33.3,23,0,0,0,0,3.8,3.83,11.5,11.5,65.5,NA,"southern-methodist",2023
5,"Ryan Bujcevski","P",14,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"southern-methodist",2023
1,"Billy Wiles","QB",11,162,301,53.8,1940,11,3.7,7,2.3,6.4,6.13,12,176.4,115.4,NA,"southern-mississippi",2023
2,"Ethan Crawford","QB",6,17,36,47.2,240,3,8.3,0,0,6.7,8.33,14.1,40,130.7,NA,"southern-mississippi",2023
3,"Holman Edwards","QB",4,8,19,42.1,70,0,0,1,5.3,3.7,1.32,8.8,17.5,62.5,NA,"southern-mississippi",2023
4,"Chandler Pittman","WR",12,1,1,100,38,1,100,0,0,38,58,38,3.2,749.2,NA,"southern-mississippi",2023
5,"Frank Gore Jr.","RB",12,0,5,0,0,0,0,0,0,0,0,NA,0,0,NA,"southern-mississippi",2023
6,"Jakarius Caston","WR",12,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"southern-mississippi",2023
1,"Ashton Daniels","QB",12,191,325,58.8,2247,11,3.4,8,2.5,6.9,6.48,11.8,187.3,123.1,NA,"stanford",2023
2,"Justin Lamson","QB",12,38,88,43.2,504,0,0,2,2.3,5.7,4.7,13.3,42,86.7,NA,"stanford",2023
3,"Ari Patu","QB",2,3,6,50,37,0,0,0,0,6.2,6.17,12.3,18.5,101.8,NA,"stanford",2023
4,"Beau Nelson","QB",1,1,5,20,8,0,0,0,0,1.6,1.6,8,8,33.4,NA,"stanford",2023
5,"Tiger Bachmeier","WR",12,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"stanford",2023
1,"Garrett Shrader","QB",11,134,214,62.6,1686,13,6.1,6,2.8,7.9,7.83,12.6,153.3,143.2,NA,"syracuse",2023
