"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Max Johnson","QB",8,118,190,62.1,1452,9,4.7,5,2.6,7.6,7.41,12.3,181.5,136.7,NA,"texas-am","2023"
2,"Conner Weigman","QB",4,82,119,68.9,979,8,6.7,2,1.7,8.2,8.82,11.9,244.8,156.8,NA,"texas-am","2023"
3,"Jaylen Henderson","QB",5,53,78,67.9,715,6,7.7,2,2.6,9.2,9.55,13.5,143,165.2,NA,"texas-am","2023"
4,"Marcel Reed","QB",3,21,36,58.3,374,1,2.8,1,2.8,10.4,9.69,17.8,124.7,149.2,NA,"texas-am","2023"
