"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Alex Flinn","QB",12,159,290,54.8,1558,6,2.1,12,4.1,5.4,3.92,9.8,129.8,98.5,NA,"east-carolina","2023"
2,"Mason Garcia","QB",8,48,95,50.5,408,1,1.1,2,2.1,4.3,3.56,8.5,51,85.9,NA,"east-carolina","2023"
3,"Raheim Jeter","QB",1,1,2,50,1,0,0,0,0,0.5,0.5,1,1,54.2,NA,"east-carolina","2023"
