"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Donovan Smith","QB",12,256,397,64.5,2801,22,5.5,13,3.3,7.1,6.69,10.9,233.4,135.5,NA,"houston","2023"
2,"Ui Ale","QB",3,4,8,50,69,1,12.5,0,0,8.6,11.13,17.3,23,163.7,NA,"houston","2023"
3,"Joseph Manjack IV","WR",10,1,2,50,28,1,50,0,0,14,24,28,2.8,332.6,NA,"houston","2023"
