"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Graham Mertz","QB",11,261,358,72.9,2903,20,5.6,3,0.8,8.1,8.85,11.1,263.9,157.8,NA,"florida","2023"
2,"Max Brown","QB",6,19,28,67.9,192,0,0,1,3.6,6.9,5.25,10.1,32,118.3,NA,"florida","2023"
3,"Micah Leon","QB",1,2,3,66.7,16,0,0,0,0,5.3,5.33,8,16,111.5,NA,"florida","2023"
4,"Kahleil Jackson","WR",11,0,1,0,0,0,0,1,100,0,-45,NA,0,-200,NA,"florida","2023"
