"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Max Johnson","QB",12,225,373,60.3,2814,27,7.2,6,1.6,7.5,8.27,12.5,234.5,144.4,NA,"louisiana-state","2021"
2,"Garrett Nussmeier","QB",4,29,57,50.9,329,2,3.5,2,3.5,5.8,4.89,11.3,82.3,103.9,NA,"louisiana-state","2021"
3,"Jontre Kirklin","WR",9,7,11,63.6,138,3,27.3,2,18.2,12.5,9.82,19.7,15.3,222.7,NA,"louisiana-state","2021"
4,"Avery Atkins","PK",13,1,2,50,26,0,0,1,50,13,-9.5,26,2,59.2,NA,"louisiana-state","2021"
