"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Zion Webb","QB",12,111,220,50.5,1437,6,2.7,8,3.6,6.5,5.44,12.9,119.8,107,NA,"jacksonville-state","2023"
2,"Logan Smothers","QB",12,66,117,56.4,735,6,5.1,4,3.4,6.3,5.77,11.1,61.3,119.3,NA,"jacksonville-state","2023"
3,"Ashton Frye","QB",5,5,11,45.5,51,0,0,0,0,4.6,4.64,10.2,10.2,84.4,NA,"jacksonville-state","2023"
