"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Brennan Armstrong","QB",11,326,500,65.2,4449,31,6.2,10,2,8.9,9.24,13.6,404.5,156.4,NA,"virginia","2021"
2,"Jay Woolfolk","QB",5,22,41,53.7,245,0,0,2,4.9,6,3.78,11.1,49,94.1,NA,"virginia","2021"
3,"Dontayvion Wicks","WR",12,1,3,33.3,18,0,0,0,0,6,6,18,1.5,83.7,NA,"virginia","2021"
4,"Ira Armstead","QB",9,0,2,0,0,0,0,0,0,0,0,NA,0,0,NA,"virginia","2021"
5,"Keytaon Thompson","QB",12,1,4,25,-1,0,0,0,0,-0.3,-0.25,-1,-0.1,22.9,NA,"virginia","2021"
