"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Kyle Vantrease","QB",13,371,604,61.4,4253,27,4.5,16,2.6,7,6.74,11.5,327.2,130,NA,"georgia-southern","2022"
2,"OJ Arnold","RB",13,1,2,50,32,1,50,0,0,16,26,32,2.5,349.4,NA,"georgia-southern","2022"
3,"Dalen Cobb","WR",6,1,2,50,3,0,0,0,0,1.5,1.5,3,0.5,62.6,NA,"georgia-southern","2022"
4,"Connor Cigelske","QB",2,1,3,33.3,1,0,0,0,0,0.3,0.33,1,0.5,36.1,NA,"georgia-southern","2022"
