"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Jayden De Laura","QB",12,272,435,62.5,3685,25,5.7,13,3,8.5,8.28,13.5,307.1,146.7,NA,"arizona","2022"
2,"Noah Fifita","QB",3,9,19,47.4,128,1,5.3,0,0,6.7,7.79,14.2,42.7,121.3,NA,"arizona","2022"
3,"Tetairoa McMillan","WR",12,2,2,100,8,0,0,0,0,4,4,4,0.7,133.6,NA,"arizona","2022"
4,"Jamarye Joiner","WR",5,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"arizona","2022"
