"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Braxton Burmeister","QB",12,142,255,55.7,1960,14,5.5,4,1.6,7.7,8.08,13.8,163.3,135.2,NA,"virginia-tech","2021"
2,"Connor Blumrick","QB",6,16,31,51.6,152,2,6.5,0,0,4.9,6.19,9.5,25.3,114.1,NA,"virginia-tech","2021"
3,"Knox Kadum","QB",5,12,24,50,151,0,0,1,4.2,6.3,4.42,12.6,30.2,94.5,NA,"virginia-tech","2021"
4,"Tahj Bullock","QB",1,2,4,50,27,0,0,0,0,6.8,6.75,13.5,27,106.7,NA,"virginia-tech","2021"
5,"Tayvion Robinson","WR",12,1,1,100,3,1,100,0,0,3,23,3,0.3,455.2,NA,"virginia-tech","2021"
6,"Peter Moore","P",13,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"virginia-tech","2021"
