"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Payton Thorne","QB",13,234,388,60.3,3232,27,7,10,2.6,8.3,8.56,13.8,248.6,148.1,NA,"michigan-state","2021"
2,"Anthony Russo","QB",3,7,9,77.8,43,0,0,0,0,4.8,4.78,6.1,14.3,117.9,NA,"michigan-state","2021"
3,"Tyler Hunt","TE",11,1,1,100,15,0,0,0,0,15,15,15,1.4,226,NA,"michigan-state","2021"
