"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Dylan Hopkins","QB",11,136,215,63.3,1913,10,4.7,4,1.9,8.9,8.99,14.1,173.9,149.6,NA,"alabama-birmingham","2022"
2,"Jacob Zeno","QB",9,58,102,56.9,721,5,4.9,3,2.9,7.1,6.73,12.4,80.1,126.5,NA,"alabama-birmingham","2022"
3,"Ryan Davis","WR",5,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"alabama-birmingham","2022"
