"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Quinn Ewers","QB",12,272,394,69,3479,22,5.6,6,1.5,8.8,9.26,12.8,289.9,158.6,NA,"texas","2023"
2,"Maalik Murphy","QB",7,40,71,56.3,477,3,4.2,3,4.2,6.7,5.66,11.9,68.1,118.3,NA,"texas","2023"
3,"Xavier Worthy","WR",14,1,2,50,35,0,0,0,0,17.5,17.5,35,2.5,197,NA,"texas","2023"
4,"Arch Manning","QB",2,2,5,40,30,0,0,0,0,6,6,15,15,90.4,NA,"texas","2023"
5,"Savion Red","RB",12,1,1,100,25,0,0,0,0,25,25,25,2.1,310,NA,"texas","2023"
6,"Ryan Sanborn","P",14,1,1,100,1,0,0,0,0,1,1,1,0.1,108.4,NA,"texas","2023"
