"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Caleb Williams","QB",12,266,388,68.6,3633,30,7.7,5,1.3,9.4,10.33,13.7,302.8,170.1,NA,"southern-california","2023"
2,"Miller Moss","QB",5,46,65,70.8,681,7,10.8,1,1.5,10.5,11.94,14.8,136.2,191.2,NA,"southern-california","2023"
3,"Mario Williams","WR",12,1,1,100,15,0,0,0,0,15,15,15,1.3,226,NA,"southern-california","2023"
4,"Malachi Nelson","QB",1,1,3,33.3,0,0,0,0,0,0,0,0,0,33.3,NA,"southern-california","2023"
