"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Adrian Martinez","QB",11,189,306,61.8,2863,14,4.6,10,3.3,9.4,8.8,15.1,260.3,148.9,NA,"nebraska","2021"
2,"Logan Smothers","QB",6,23,33,69.7,317,0,0,1,3,9.6,8.24,13.8,52.8,144.3,NA,"nebraska","2021"
3,"Matt Masker","QB",2,3,3,100,17,0,0,0,0,5.7,5.67,5.7,8.5,147.6,NA,"nebraska","2021"
