"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Garrett Greene","QB",12,147,277,53.1,2406,16,5.8,4,1.4,8.7,9.19,16.4,200.5,142.2,NA,"west-virginia","2023"
2,"Nicco Marchiol","QB",9,30,53,56.6,247,2,3.8,3,5.7,4.7,2.87,8.2,27.4,96.9,NA,"west-virginia","2023"
3,"Traylon Ray","WR",12,1,1,100,21,0,0,0,0,21,21,21,1.8,276.4,NA,"west-virginia","2023"
