"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Tai Lavatai","QB",8,56,101,55.4,701,5,5,2,2,6.9,7.04,12.5,87.6,126.1,NA,"navy","2023"
2,"Xavier Arline","QB",9,23,44,52.3,320,2,4.5,2,4.5,7.3,6.14,13.9,35.6,119.3,NA,"navy","2023"
3,"Braxton Woodson","QB",4,17,40,42.5,163,1,2.5,1,2.5,4.1,3.45,9.6,40.8,80,NA,"navy","2023"
4,"Blake Horvath","QB",4,6,12,50,84,2,16.7,0,0,7,10.33,14,21,163.8,NA,"navy","2023"
5,"Eli Heidenreich","RB",12,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"navy","2023"
