"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Ben Wooldridge","QB",10,138,244,56.6,1661,15,6.1,5,2,6.8,7.11,12,166.1,129.9,NA,"louisiana-lafayette","2022"
2,"Chandler Fields","QB",8,106,182,58.2,1123,11,6,4,2.2,6.2,6.39,10.6,140.4,125.6,NA,"louisiana-lafayette","2022"
3,"Zeon Chriss","QB",4,9,15,60,109,1,6.7,1,6.7,7.3,5.6,12.1,27.3,129.7,NA,"louisiana-lafayette","2022"
4,"Lance Legendre","WR",9,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"louisiana-lafayette","2022"
