"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Cade Klubnik","QB",13,290,454,63.9,2844,19,4.2,9,2,6.3,6.21,9.8,218.8,126.3,NA,"clemson","2023"
2,"Hunter Helms","QB",4,9,12,75,83,0,0,0,0,6.9,6.92,9.2,20.8,133.1,NA,"clemson","2023"
3,"Paul Tyson","QB",2,3,4,75,42,1,25,0,0,10.5,15.5,14,21,245.7,NA,"clemson","2023"
4,"Phil Mafah","RB",13,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"clemson","2023"
