"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Hendon Hooker","QB",13,206,303,68,2945,31,10.2,3,1,9.7,11.32,14.3,226.5,181.4,NA,"tennessee","2021"
2,"Joe Milton","QB",8,32,61,52.5,375,2,3.3,0,0,6.1,6.8,11.7,46.9,114.9,NA,"tennessee","2021"
3,"Harrison Bailey","QB",1,3,7,42.9,16,0,0,0,0,2.3,2.29,5.3,16,62.1,NA,"tennessee","2021"
4,"Gaston Moore","QB",1,2,2,100,6,0,0,0,0,3,3,3,6,125.2,NA,"tennessee","2021"
5,"Princeton Fant","TE",13,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"tennessee","2021"
