"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Alan Bowman","QB",14,304,501,60.7,3460,15,3,14,2.8,6.9,6.25,11.4,247.1,123,"","oklahoma-state","2023"
2,"Gunnar Gundy","QB",4,21,34,61.8,202,1,2.9,0,0,5.9,6.53,9.6,50.5,121.4,"","oklahoma-state","2023"
3,"Garret Rangel","QB",5,17,32,53.1,172,2,6.3,1,3.1,5.4,5.22,10.1,34.4,112.7,"","oklahoma-state","2023"
4,"Brennan Presley","WR",14,2,2,100,37,0,0,0,0,18.5,18.5,18.5,2.6,255.4,"","oklahoma-state","2023"
5,"Ollie Gordon","RB",14,0,1,0,0,0,0,1,100,0,-45,NA,0,-200,"H-7,AA","oklahoma-state","2023"
