"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Spencer Rattler","QB",12,275,399,68.9,3186,19,4.8,8,2,8,8.04,11.6,265.5,147.7,NA,"south-carolina","2023"
2,"LaNorris Sellers","QB",3,4,4,100,86,2,50,0,0,21.5,31.5,21.5,28.7,445.6,NA,"south-carolina","2023"
3,"Kai Kroeger","P",12,1,2,50,32,0,0,0,0,16,16,32,2.7,184.4,NA,"south-carolina","2023"
4,"Luke Doty","QB",12,2,4,50,17,0,0,0,0,4.3,4.25,8.5,1.4,85.7,NA,"south-carolina","2023"
5,"Colten Gauthier","QB",1,1,2,50,15,0,0,0,0,7.5,7.5,15,15,113,NA,"south-carolina","2023"
