"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"TJ Mcmahon","QB",10,160,266,60.2,2102,18,6.8,14,5.3,7.9,6.89,13.1,210.2,138.3,NA,"rice","2022"
2,"AJ Padgett","QB",3,39,77,50.6,634,5,6.5,1,1.3,8.2,8.95,16.3,211.3,138.6,NA,"rice","2022"
3,"Shawqi Itraish","QB",5,22,41,53.7,197,0,0,4,9.8,4.8,0.41,9,39.4,74.5,NA,"rice","2022"
4,"Wiley Green","QB",2,12,18,66.7,95,0,0,1,5.6,5.3,2.78,7.9,47.5,99.9,NA,"rice","2022"
