"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Brady McBride","QB",7,146,243,60.1,1512,12,4.9,10,4.1,6.2,5.36,10.4,216,120.4,NA,"texas-state","2021"
2,"Tyler Vitt","QB",6,76,142,53.5,801,3,2.1,2,1.4,5.6,5.43,10.5,133.5,105.1,NA,"texas-state","2021"
3,"Sione Tupou","LB",12,1,1,100,9,0,0,0,0,9,9,9,0.8,175.6,NA,"texas-state","2021"
