"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Darren Grainger","QB",13,244,358,68.2,2621,20,5.6,7,2,7.3,7.56,10.7,201.6,144.2,NA,"georgia-state","2023"
2,"Mikele Colasurdo","QB",6,5,8,62.5,47,0,0,0,0,5.9,5.88,9.4,7.8,111.9,NA,"georgia-state","2023"
