"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Brett Gabbert","QB",10,178,299,59.5,2648,26,8.7,6,2,8.9,9.69,14.9,264.8,158.6,NA,"miami-oh","2021"
2,"AJ Mayer","QB",7,68,125,54.4,947,6,4.8,2,1.6,7.6,7.82,13.9,135.3,130.7,NA,"miami-oh","2021"
3,"Jalen Walker","WR",13,1,1,100,27,0,0,0,0,27,27,27,2.1,326.8,NA,"miami-oh","2021"
