"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Robby Ashford","QB",12,123,250,49.2,1613,7,2.8,7,2.8,6.5,5.75,13.1,134.4,107,NA,"auburn","2022"
2,"TJ Finley","QB",4,33,53,62.3,431,1,1.9,4,7.5,8.1,5.11,13.1,107.8,121.7,NA,"auburn","2022"
3,"Jarquez Hunter","RB",12,1,1,100,20,1,100,0,0,20,40,20,1.7,598,NA,"auburn","2022"
4,"Holden Geriner","QB",1,2,3,66.7,8,0,0,0,0,2.7,2.67,4,8,89.1,NA,"auburn","2022"
5,"Koy Moore","WR",12,0,1,0,0,0,0,1,100,0,-45,NA,0,-200,NA,"auburn","2022"
