"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Tanner Mordecai","QB",12,308,454,67.8,3628,39,8.6,12,2.6,8,8.52,11.8,302.3,158,NA,"southern-methodist","2021"
2,"Preston Stone","QB",3,3,7,42.9,24,0,0,0,0,3.4,3.43,8,8,71.7,NA,"southern-methodist","2021"
3,"Derek Green","QB",12,2,5,40,2,0,0,0,0,0.4,0.4,1,0.2,43.4,NA,"southern-methodist","2021"
