"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Jalen Mayden","QB",12,199,314,63.4,2031,10,3.2,9,2.9,6.5,5.82,10.2,169.3,122.5,NA,"san-diego-state","2023"
2,"Martin Blake","RB",12,1,1,100,32,0,0,0,0,32,32,32,2.7,368.8,NA,"san-diego-state","2023"
3,"Tobin O'Dell","QB",3,1,2,50,0,0,0,1,50,0,-22.5,0,0,-50,NA,"san-diego-state","2023"
4,"Zechariah Ramirez","K",12,1,1,100,-2,0,0,0,0,-2,-2,-2,-0.2,83.2,NA,"san-diego-state","2023"
