"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Jack Salopek","QB",7,104,212,49.1,1285,7,3.3,11,5.2,6.1,4.39,12.4,183.6,100.5,NA,"western-michigan","2022"
2,"Treyson Bourguet","QB",4,54,109,49.5,601,2,1.8,1,0.9,5.5,5.47,11.1,150.3,100.1,NA,"western-michigan","2022"
3,"Mareyohn Hrabowski","QB",6,4,8,50,56,0,0,0,0,7,7,14,9.3,108.8,NA,"western-michigan","2022"
4,"Anthony Sambucci","WR",11,1,1,100,31,1,100,0,0,31,51,31,2.8,690.4,NA,"western-michigan","2022"
5,"Stone Hollenbach","QB",1,4,5,80,15,0,0,1,20,3,-6,3.8,15,65.2,NA,"western-michigan","2022"
