"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Sam Howell","QB",12,217,347,62.5,3056,24,6.9,9,2.6,8.8,9.02,14.1,254.7,154.2,NA,"north-carolina","2021"
2,"Jacolby Criswell","QB",4,13,21,61.9,179,1,4.8,0,0,8.5,9.48,13.8,44.8,149.2,NA,"north-carolina","2021"
3,"Drake Maye","QB",4,7,10,70,89,1,10,0,0,8.9,10.9,12.7,22.3,177.8,NA,"north-carolina","2021"
