"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Ben Gulbranson","QB",10,121,194,62.4,1455,9,4.6,5,2.6,7.5,7.27,12,145.5,135.5,NA,"oregon-state","2022"
2,"Chance Nolan","QB",5,66,111,59.5,939,7,6.3,8,7.2,8.5,6.48,14.2,187.8,136.9,NA,"oregon-state","2022"
3,"Tristan Gebbia","QB",4,10,11,90.9,79,0,0,0,0,7.2,7.18,7.9,19.8,151.2,NA,"oregon-state","2022"
4,"Jack Colletto","LB",12,2,2,100,53,0,0,0,0,26.5,26.5,26.5,4.4,322.6,NA,"oregon-state","2022"
5,"John Dunmore","WR",13,1,1,100,41,0,0,0,0,41,41,41,3.2,444.4,NA,"oregon-state","2022"
6,"Tyjon Lindsey","WR",13,1,2,50,27,0,0,0,0,13.5,13.5,27,2.1,163.4,NA,"oregon-state","2022"
7,"Jamious Griffin","RB",12,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"oregon-state","2022"
