"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Keegan Shoemaker","QB",11,264,419,63,2506,15,3.6,11,2.6,6,5.52,9.5,227.8,119.8,NA,"sam-houston-state","2023"
2,"Grant Gunnell","QB",1,14,22,63.6,100,0,0,1,4.5,4.5,2.5,7.1,100,92.7,NA,"sam-houston-state","2023"
3,"Noah Smith","WR",12,3,4,75,41,0,0,0,0,10.3,10.25,13.7,3.4,161.1,NA,"sam-houston-state","2023"
4,"Simeon Evans","WR",10,1,1,100,23,0,0,0,0,23,23,23,2.3,293.2,NA,"sam-houston-state","2023"
