"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Gavin Hardison","QB",10,164,315,52.1,2044,11,3.5,8,2.5,6.5,6.04,12.5,204.4,113,NA,"texas-el-paso","2022"
2,"Calvin Brownholtz","QB",10,37,63,58.7,512,4,6.3,4,6.3,8.1,6.54,13.8,51.2,135.3,NA,"texas-el-paso","2022"
3,"Tyrin Smith","WR",12,1,1,100,56,0,0,0,0,56,56,56,4.7,570.4,NA,"texas-el-paso","2022"
