"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Quinn Ewers","QB",10,172,296,58.1,2177,15,5.1,6,2,7.4,7.46,12.7,217.7,132.6,NA,"texas","2022"
2,"Hudson Card","QB",12,75,108,69.4,928,6,5.6,1,0.9,8.6,9.29,12.4,77.3,158.1,NA,"texas","2022"
3,"Xavier Worthy","WR",13,1,1,100,33,1,100,0,0,33,53,33,2.5,707.2,NA,"texas","2022"
