"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Ryan Hilinski","QB",8,144,258,55.8,1644,6,2.3,7,2.7,6.4,5.62,11.4,205.5,111.6,NA,"northwestern","2022"
2,"Brendan Sullivan","QB",5,71,96,74,589,4,4.2,3,3.1,6.1,5.56,8.3,117.8,133,NA,"northwestern","2022"
3,"Cole Freeman","QB",3,22,45,48.9,178,0,0,5,11.1,4,-1.04,8.1,59.3,59.9,NA,"northwestern","2022"
4,"Jack Lausch","QB",1,4,8,50,68,0,0,1,12.5,8.5,2.88,17,68,96.4,NA,"northwestern","2022"
5,"Carl Richardson","QB",2,3,9,33.3,39,0,0,1,11.1,4.3,-0.67,13,19.5,47.5,NA,"northwestern","2022"
6,"Malik Washington","WR",12,1,1,100,6,0,0,0,0,6,6,6,0.5,150.4,NA,"northwestern","2022"
