"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Grayson James","QB",11,210,358,58.7,1969,11,3.1,11,3.1,5.5,4.73,9.4,179,108.9,NA,"florida-international","2022"
2,"Haden Carlson","QB",8,47,88,53.4,553,4,4.5,5,5.7,6.3,4.64,11.8,69.1,109.8,NA,"florida-international","2022"
3,"Gunnar Holmberg","QB",3,14,20,70,103,1,5,0,0,5.2,6.15,7.4,34.3,129.8,NA,"florida-international","2022"
