"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Behren Morton","QB",10,182,293,62.1,1757,15,5.1,8,2.7,6,5.79,9.7,175.7,123.9,NA,"texas-tech","2023"
2,"Tyler Shough","QB",4,67,111,60.4,746,7,6.3,4,3.6,6.7,6.36,11.1,186.5,130.4,NA,"texas-tech","2023"
3,"Jake Strong","QB",3,35,65,53.8,409,2,3.1,6,9.2,6.3,2.75,11.7,136.3,98.4,NA,"texas-tech","2023"
4,"Coy Eakin","WR",10,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"texas-tech","2023"
