"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Diego Pavia","QB",12,101,190,53.2,1450,13,6.8,6,3.2,7.6,7.58,14.4,120.8,133.5,NA,"new-mexico-state","2022"
2,"Gavin Frakes","QB",11,55,110,50,736,4,3.6,7,6.4,6.7,4.55,13.4,66.9,105.5,NA,"new-mexico-state","2022"
3,"Weston Eget","QB",5,3,4,75,13,1,25,0,0,3.3,8.25,4.3,2.6,184.8,NA,"new-mexico-state","2022"
