"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Dylan Morris","QB",11,220,363,60.6,2458,14,3.9,12,3.3,6.8,6.06,11.2,223.5,123.6,NA,"washington","2021"
2,"Sam Huard","QB",4,22,42,52.4,241,1,2.4,4,9.5,5.7,1.93,11,60.3,89.4,NA,"washington","2021"
3,"Patrick O'Brien","QB",2,1,3,33.3,1,0,0,0,0,0.3,0.33,1,0.5,36.1,NA,"washington","2021"
4,"Jalen McMillan","WR",11,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"washington","2021"
