"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Michael Pratt","QB",11,185,283,65.4,2406,22,7.8,5,1.8,8.5,9.26,13,218.7,158.9,NA,"tulane","2023"
2,"Kai Horton","QB",5,44,82,53.7,604,3,3.7,2,2.4,7.4,7,13.7,120.8,122.7,NA,"tulane","2023"
3,"Garrett Mmahat","WR",6,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"tulane","2023"
4,"Justin Ibieta","QB",3,0,2,0,0,0,0,0,0,0,0,NA,0,0,NA,"tulane","2023"
