"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Connor Bazelak","QB",11,168,278,60.4,1935,12,4.3,7,2.5,7,6.69,11.5,175.9,128.1,NA,"bowling-green-state","2023"
2,"Camden Orth","QB",12,39,68,57.4,486,5,7.4,5,7.4,7.1,5.31,12.5,40.5,126.9,NA,"bowling-green-state","2023"
3,"Hayden Timosciek","QB",2,6,10,60,33,0,0,2,20,3.3,-5.7,5.5,16.5,47.7,NA,"bowling-green-state","2023"
4,"Harold Fannin Jr.","TE",11,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"bowling-green-state","2023"
