"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Seth Henigan","QB",13,285,445,64,3559,22,4.9,8,1.8,8,8.18,12.5,273.8,143.9,NA,"memphis","2022"
2,"Gabriel Rogers","WR",13,1,3,33.3,41,1,33.3,0,0,13.7,20.33,41,3.2,258.1,NA,"memphis","2022"
3,"Ryan Glover","QB",4,4,5,80,29,0,0,0,0,5.8,5.8,7.3,7.3,128.7,NA,"memphis","2022"
