"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Jayden De Laura","QB",12,227,359,63.2,2798,23,6.4,9,2.5,7.8,7.95,12.3,233.2,144.8,NA,"washington-state","2021"
2,"Jarrett Guarantano","QB",3,33,49,67.3,304,1,2,3,6.1,6.2,3.86,9.2,101.3,114,NA,"washington-state","2021"
3,"Victor Gabalis","QB",3,17,36,47.2,199,2,5.6,0,0,5.5,6.64,11.7,66.3,112,NA,"washington-state","2021"
4,"Cammon Cooper","QB",4,4,7,57.1,44,0,0,1,14.3,6.3,-0.14,11,11,81.4,NA,"washington-state","2021"
5,"Lincoln Victor","WR",13,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"washington-state","2021"
