"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Spencer Petras","QB",12,157,281,55.9,1725,5,1.8,5,1.8,6.1,5.69,11,143.8,109.8,NA,"iowa","2022"
2,"Alex Padilla","QB",2,21,43,48.8,173,1,2.3,2,4.7,4,2.4,8.2,86.5,81,NA,"iowa","2022"
3,"Joey Labas","QB",1,14,24,58.3,139,1,4.2,0,0,5.8,6.63,9.9,139,120.7,NA,"iowa","2022"
