"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Austin Kendall","QB",7,148,244,60.7,1884,13,5.3,9,3.7,7.7,7.13,12.7,269.1,135.7,NA,"louisiana-tech","2021"
2,"Aaron Allen","QB",7,50,77,64.9,620,2,2.6,4,5.2,8.1,6.23,12.4,88.6,130.8,NA,"louisiana-tech","2021"
3,"JD Head","QB",4,47,88,53.4,559,6,6.8,3,3.4,6.4,6.18,11.9,139.8,122.5,NA,"louisiana-tech","2021"
4,"Kyle Maxwell","WR",11,1,1,100,33,1,100,0,0,33,53,33,3,707.2,NA,"louisiana-tech","2021"
5,"Tahj Magee","WR",12,1,1,100,33,0,0,0,0,33,33,33,2.8,377.2,NA,"louisiana-tech","2021"
6,"Bub Means","WR",11,1,1,100,22,0,0,0,0,22,22,22,2,284.8,NA,"louisiana-tech","2021"
