"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Hayden Wolff","QB",10,159,253,62.8,1933,10,4,7,2.8,7.6,7.19,12.2,193.3,134.5,NA,"old-dominion","2021"
2,"D.J. Mack Jr.","QB",7,86,167,51.5,859,5,3,7,4.2,5.1,3.86,10,122.7,96.2,NA,"old-dominion","2021"
