"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Kedon Slovis","QB",8,153,266,57.5,1716,12,4.5,6,2.3,6.5,6.34,11.2,214.5,122.1,NA,"brigham-young","2023"
2,"Jake Retzlaff","QB",4,63,125,50.4,648,3,2.4,3,2.4,5.2,4.58,10.3,162,97.1,NA,"brigham-young","2023"
3,"Parker Kingston","WR",12,2,2,100,63,2,100,0,0,31.5,51.5,31.5,5.3,694.6,NA,"brigham-young","2023"
4,"Ryan Rehkow","P",12,1,1,100,36,0,0,0,0,36,36,36,3,402.4,NA,"brigham-young","2023"
5,"LJ Martin","RB",10,1,1,100,2,0,0,0,0,2,2,2,0.2,116.8,NA,"brigham-young","2023"
