"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Thomas Castellanos","QB",13,189,330,57.3,2248,15,4.5,14,4.2,6.8,5.81,11.9,172.9,121,NA,"boston-college","2023"
2,"Emmett Morehead","QB",4,15,30,50,124,0,0,0,0,4.1,4.13,8.3,31,84.7,NA,"boston-college","2023"
3,"Ryan O'Keefe","WR",5,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"boston-college","2023"
