"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Mikey Keene","QB",12,283,422,67.1,2976,24,5.7,10,2.4,7.1,7.12,10.5,248,140.3,NA,"fresno-state","2023"
2,"Logan Fife","QB",12,52,91,57.1,642,3,3.3,2,2.2,7.1,6.73,12.3,53.5,122.9,NA,"fresno-state","2023"
3,"Jaelen Gill","WR",13,2,3,66.7,51,2,66.7,0,0,17,30.33,25.5,3.9,429.5,NA,"fresno-state","2023"
