"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Brady Olson","QB",9,77,153,50.3,791,2,1.3,8,5.2,5.2,3.08,10.3,87.9,87.6,NA,"massachusetts","2022"
2,"Garrett Dzuro","QB",5,22,36,61.1,311,1,2.8,0,0,8.6,9.19,14.1,62.2,142.8,NA,"massachusetts","2022"
3,"Gino Campiotti","QB",10,33,74,44.6,257,1,1.4,6,8.1,3.5,0.09,7.8,25.7,62,NA,"massachusetts","2022"
4,"Zamar Wise","QB",3,4,12,33.3,44,0,0,0,0,3.7,3.67,11,14.7,64.1,NA,"massachusetts","2022"
5,"George Johnson","WR",12,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"massachusetts","2022"
6,"Isaac Ross","WR",10,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"massachusetts","2022"
