"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Garrett Shrader","QB",11,134,214,62.6,1686,13,6.1,6,2.8,7.9,7.83,12.6,153.3,143.2,NA,"syracuse","2023"
2,"Carlos Del Rio-Wilson","QB",7,26,51,51,282,3,5.9,6,11.8,5.5,1.41,10.8,40.3,93.3,NA,"syracuse","2023"
3,"Dan Villari","TE",13,23,33,69.7,177,1,3,2,6.1,5.4,3.24,7.7,13.6,112.6,NA,"syracuse","2023"
4,"Braden Davis","QB",3,7,14,50,78,0,0,0,0,5.6,5.57,11.1,26,96.8,NA,"syracuse","2023"
5,"Donovan Brown","WR",13,1,1,100,9,0,0,0,0,9,9,9,0.7,175.6,NA,"syracuse","2023"
6,"Luke MacPhail","QB",3,0,1,0,0,0,0,1,100,0,-45,NA,0,-200,NA,"syracuse","2023"
7,"LeQuint Allen","RB",13,1,2,50,-9,0,0,0,0,-4.5,-4.5,-9,-0.7,12.2,NA,"syracuse","2023"
