"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"C.J. Stroud","QB",13,258,389,66.3,3688,41,10.5,6,1.5,9.5,10.89,14.3,283.7,177.7,"H-3","ohio-state","2022"
2,"Kyle McCord","QB",7,16,20,80,190,1,5,0,0,9.5,10.5,11.9,27.1,176.3,"","ohio-state","2022"
