"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Rocky Lombardi","QB",13,189,327,57.8,2274,11,3.4,7,2.1,7,6.66,12,174.9,123,NA,"northern-illinois","2023"
2,"Ethan Hampton","QB",4,19,33,57.6,147,2,6.1,2,6.1,4.5,2.94,7.7,36.8,102.9,NA,"northern-illinois","2023"
3,"Tom Foley","P",13,1,1,100,32,1,100,0,0,32,52,32,2.5,698.8,NA,"northern-illinois","2023"
4,"Justin Lynch","RB",5,1,1,100,7,1,100,0,0,7,27,7,1.4,488.8,NA,"northern-illinois","2023"
5,"Trayvon Rudolph","WR",13,1,1,100,7,0,0,0,0,7,7,7,0.5,158.8,NA,"northern-illinois","2023"
