"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Jalon Daniels","QB",9,152,230,66.1,2014,18,7.8,4,1.7,8.8,9.54,13.3,223.8,162,NA,"kansas","2022"
2,"Jason Bean","QB",12,87,136,64,1280,14,10.3,4,2.9,9.4,10.15,14.7,106.7,171.1,NA,"kansas","2022"
3,"Ethan Vasko","QB",1,3,5,60,13,0,0,0,0,2.6,2.6,4.3,13,81.8,NA,"kansas","2022"
