"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Jordan McCloud","QB",13,281,412,68.2,3657,35,8.5,10,2.4,8.9,9.48,13,281.3,165.9,NA,"james-madison","2023"
2,"Brett Griffis","QB",1,2,2,100,16,0,0,0,0,8,8,8,16,167.2,NA,"james-madison","2023"
3,"Alonza Barnett III","QB",2,3,11,27.3,15,0,0,1,9.1,1.4,-2.73,5,7.5,20.5,NA,"james-madison","2023"
4,"Billy Atkins","QB",4,1,2,50,10,0,0,0,0,5,5,10,2.5,92,NA,"james-madison","2023"
5,"Taji Hudson","WR",13,1,1,100,4,1,100,0,0,4,24,4,0.3,463.6,NA,"james-madison","2023"
