"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Nate Cox","QB",12,133,251,53,1466,5,2,5,2,5.8,5.34,11,122.2,104.6,NA,"nevada","2022"
2,"Shane Illingworth","QB",6,84,145,57.9,761,2,1.4,3,2.1,5.2,4.59,9.1,126.8,102.4,NA,"nevada","2022"
3,"Toa Taua","RB",12,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"nevada","2022"
