"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Sean Clifford","QB",13,226,351,64.4,2822,24,6.8,7,2,8,8.51,12.5,217.1,150.5,NA,"penn-state","2022"
2,"Drew Allar","QB",10,35,60,58.3,344,4,6.7,0,0,5.7,7.07,9.8,34.4,128.5,NA,"penn-state","2022"
3,"Keandre Lambert-Smith","WR",13,2,2,100,73,1,50,0,0,36.5,46.5,36.5,5.6,571.6,NA,"penn-state","2022"
4,"Christian Veilleux","QB",3,7,9,77.8,44,0,0,0,0,4.9,4.89,6.3,14.7,118.8,NA,"penn-state","2022"
