"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Grant Wells","QB",13,295,445,66.3,3532,16,3.6,13,2.9,7.9,7.34,12,271.7,139,NA,"marshall","2021"
2,"Luke Zban","QB",7,26,39,66.7,249,2,5.1,2,5.1,6.4,5.1,9.6,35.6,127,NA,"marshall","2021"
3,"Cam Fancher","QB",2,3,6,50,46,0,0,0,0,7.7,7.67,15.3,23,114.4,NA,"marshall","2021"
4,"Xavier Gaines","TE",13,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"marshall","2021"
