"Rk","Player","Pos","G","Cmp","Att","Cmp%","Yds","TD","TD%","Int","Int%","Y/A","AY/A","Y/C","Y/G","Rate","Awards","Team","Year"
1,"Dorian Thompson-Robinson","QB",11,176,283,62.2,2409,21,7.4,6,2.1,8.5,9.04,13.7,219,153.9,NA,"ucla","2021"
2,"Ethan Garbers","QB",12,31,51,60.8,305,2,3.9,2,3.9,6,5,9.8,25.4,116.1,NA,"ucla","2021"
