"rk","player","pos","g","ret","yds","y_ret","krtd","ret_2","yds_2","y_ret_2","prtd","ap_yd","awards","Team","Year"
"1","Aaron Young","RB","13","0","0","","0","3","22","7.3","0","315","","rutgers","2021"
"2","Avery Young","DB","12","2","48","24.0","0","5","16","3.2","0","80","","rutgers","2021"
"3","Bo Melton","WR","11","5","116","23.2","0","5","38","7.6","0","823","","rutgers","2021"
"4","Chris Long","DB","9","6","96","16.0","0","0","0","","0","96","","rutgers","2021"
"5","Joshua Youngblood","WR","9","7","156","22.3","0","0","0","","0","208","","rutgers","2021"
"6","Aron Cruickshank","WR","7","15","316","21.1","0","8","153","19.1","1","743","","rutgers","2021"
"7","Christian Dremel","WR","7","0","0","","0","1","12","12.0","0","28","","rutgers","2021"
"8","Jessie Parson III","WR","2","4","81","20.3","0","0","0","","0","81","","rutgers","2021"
