"rk","player","pos","g","ret","yds","y_ret","krtd","ret_2","yds_2","y_ret_2","prtd","ap_yd","awards","Team","Year"
"1","Antonio Williams","WR","14","1","26","26.0","0","15","129","8.6","0","767","","clemson","2022"
"2","Drew Swinney","WR","14","2","16","8.0","0","0","0","","0","81","","clemson","2022"
"3","Phil Mafah","RB","14","2","45","22.5","0","0","0","","0","608","","clemson","2022"
"4","Will Shipley","RB","14","13","324","24.9","0","0","0","","0","1748","","clemson","2022"
"5","Will Taylor","WR","10","0","0","","0","10","26","2.6","0","42","","clemson","2022"
